Station Id,Station Name,Centre (Location),Business Domain,Total Project,Tags,Description,Project Domain,Title
6750,Sasha Innoworks Pvt. Ltd.,Hyderabad,CSIS/IT,2,"AnyA3,AnyA4,AnyA7,AnyA8,AnyAA,AnyAB,A4,A3,A7,A8,AA,AB,AnyA4,AnyA3,AnyA7,AnyA8,AnyAA,AnyAB,A4,A7,A3,A8,AA,AB","Description: ln modern warehouses, automation requires seamless coordination between roboticmanipulators and mobile platforms The challenge is to integrate an RRR robotic arm (for picking andplacing objects) with a robotic car (for locating, identifying, and transporting items)Skill sets: Robotics, Deep Learning, Python programmingExpected learning: Understanding automation and robotics principles, integrating mobilerobots into assembly processes and developing systems that enhance efficiency, flexibility,and precision in industrial settings.Specific courses required for project execution: Automation and Robotics' Machine Learning,Description: The system development involves creating a feature extraction frameworkthat identifies and analyzes object characteristics, such as texture and other visualattributes, using techniques like slFT suRF, LBP, etc., to enable robust object recognitionand classificationSkill seG: Machine learning and lmage processingExpected learning: Students will design a feature extraction framework that leverages techniques IikeSIFT, SURF, and LBp to analyze oblect characteristics such as texture and visual attributes This willenable robust object recognition and classifrcation for reliable automation in warehouse applicationsspecific courses required for project execution: Machine learning algorithms","Industrial Automation,Computer Vision","Project  1,Project 2 "
6750,Sasha Innoworks Pvt. Ltd.,Hyderabad,CSIS/IT,1,"AnyA4,AnyA2,AnyA1,AnyAB,A4,A2,A1,AB","composite materials in defence applicationsDescription: This project focuses on developing machine learning algorithms to monitor the structuralhealth of composite materials used in defence applications. The system aims to predict potential failuresby analyzing sensor data and material behavior patterns'Skill sets: Knowledge of composite materials, stress - strain relations and machine learningExpected learning: Students will create predictive models that detect early slgns of damage andforecast material failure with high accuracy. The outcome will enhance reliability, safety, and proactivemaintenance strategies in defence composite structures'Project 3Specific courses required for project execution: Composite materials, Machine learning, Anyanalysis software like ANSYS or ABAQUS.","Artificial Intelligence,Machine Learning",Project  3 
5353,Seller Setu Pvt. Ltd - Non Tech,Mumbai,Finance and Mgmt,1,Any,-,Yet to be finalized,Details awaited 
5354,Seller Setu Pvt. Ltd - Tech,Mumbai,Finance and Mgmt,1,Any,-,Yet to be finalized,Details awaited 
7027,"Semi-Conductor Laboratory (SCL), Mohali, Punjab",Mohali,Electronics,1,"AnyA3,AnyA8,AnyAA,AnyA7,AnyB5,A3,A8,A7,AA,B5",Details Awaited,Electronics,Details Awaited
5557,sfHawk – Tech,Pune,CSIS/IT,1,Any,Details awaited,Yet to be finalized,Details awaited
8885,Shipon Group - Non Tech,Bengaluru,CSIS/IT,1,Any,"Description: Execute a Go To Market (GTM) strategy focused on scaling outbound acquisitionfor international and domestic shipping. Orchestrate lead generation systems using Apollo.io,resulting in a measurable increase in the sales pipeline through targeted A/B testing andpersonalized messaging.Skill sets: Growth Hacking, Sales Automation, Market Mapping, Lead Scoring, Data Analytics(Excel/SQL), A/B Testing.Expected learning: Gaining deep insights into B2B sales cycles, learning how to iterate onproduct market fit based on user feedback loops, and mastering the top of Funnel acquisitionmetrics.Specific courses required for project execution:NA",Growth,Growth Intern
8880,Shipon Group - Tech,Bengaluru,CSIS/IT,1,"AnyA7,AnyAC,AnyAD,A7,AC,AD","Title: Tech Panel Development InternDescription: Develop and optimize a centralized tech panel to streamline B2B and B2C logistics workflows. This involves creating automated tracking systems and internal tools to manage carrier performance and shipment lifecycles, reducing manual data entry and operational bottlenecks.Skill sets: No code Automation(n8n,Zapier),Database Management, API Documentation, SQL and Python.Expected learning: Understanding the technical architecture of logistics SaaS,mastering automated lead to order workflows, and learning how to translate operational requirements into technical product features.Specific courses required for project execution: CS related courses",Software and Product Development,Tech Panel Development Intern
8607,Shrreeji Sharan,Mumbai,Infrastructure,2,"AnyA2,AnyA4,AnyAB,A2,A4,AB,A2,AnyA2","Title: AikyamDescription: High-rise residential project focused on efficient planning, quality construction, and coordinated execution.Skill sets: Basic understanding of construction processes, analytical thinking, observation skills, and basic Excel/data handlingExpected learning: Exposure to construction planning, project coordination, and quality and safety practicesSpecific courses required for project execution:&nbsp;Basic Civil Engineering, Engineering Mechanics, and introductory Project Management concepts,Title: Daivee EterneetyDescription: Large-scale high-rise residential development involving structured planning, resource optimisation, and site execution.Skill sets: Basic civil engineering knowledge, process understanding, coordination skills, and documentation abilityExpected learning: Understanding of site execution, resource planning, and construction workflow managementSpecific courses required for project execution: Basic Civil Engineering, Construction Materials, and Fundamentals of Surveying",Civil,"Aikyam,Daivee Eterneety"
6879,Siemens Digital Industries Software India Pvt Ltd,Pune,CSIS/IT,1,Any,"Description: A multi-agent AI system orchestrates engineering change management workflowsacross Teamcenter. The orchestrator, its agents, and the workflow framework are already built andoperational. However, the system currently has no connectivity to data outside Teamcenter.Engineering decisions routinely depend on information distributed across Teamcenter, SharePoint,and the broader M365 ecosystem. The orchestrator cannot access, correlate, or present this cross-system information today.Skill sets: C#, Basics of Object-Oriented programming, MCP, AgentsExpected learning:Project ScopeBuild the agents, MCP servers, tools, connectors, and data source queries needed to give the existingorchestrator access to Teamcenter and M365 / SharePoint data. The work includes designing andimplementing the agents that reason over cross-system information, the tool servers that exposequery capabilities, the connection and query logic against each data source&amp;#39;s APIs, and anormalization layer that makes structurally different source data semantically consistent for theorchestrator&amp;#39;s agents. All outputs must support multiple rendering formats — text, tables, lists, cards,document previews, relationship graphs, and timelines — so the orchestrator can present resultsappropriately.The components must support both independent invocation against a single data source andcomposed invocation across both sources in a single orchestrated flow.Deliverables1. Document and Draw the features covering agents, tools, data flows, API mappings, and schemadefinitions2. Teamcenter agents, tools, and connectors with at least 20 operational query capabilities3. M365 / SharePoint agents, tools, and connectors with at least 5 operational query capabilities4. Multi-view output system supporting at least 4 distinct rendering formats5. Live integration demonstration6. Test suite covering unit and integration scenariosSpecific courses required for project execution: Object Oriented Programming",AI,Enterprise Data Connectors for AI-Driven Engineering Workflows
8807,Simpel Techlabs Private Limited,Bengaluru,CSIS/IT,4,"AnyA7,A7,AnyA7,A7,AnyA7,A7,AnyA7,A7","Title: Simpel ERPDescription: Experience effortless financial management with SimpelERP. Our powerful toolssimplify and automate your accounting tasks, allowing you to focus on what matters most:growing your business. Say goodbye to manual processes and hello to efficiency and precision.Skill sets:Programming: Java, Python, C#, ABAP (for SAP)ERP Platforms: SAP, Oracle ERP, Microsoft Dynamics, OdooDatabase Management: SQL, PL/SQL, MySQL, PostgreSQLAPI &amp; Integration: REST/SOAP APIs, middleware toolsWeb Technologies: HTML, CSS, JavaScriptExpected learning:Hands-on experience with ERP platforms like SAP, Oracle, Odoo, or DynamicsStrong programming and customization skills (Java, Python, ABAP, etc.)Database design, queries, and performance optimization (SQL/PLSQL)API integration and connecting multiple business systemsSpecific courses required for project execution: (Refer skill sets),Title: Mobile ApplicationDescription: Development of a mobile application to support business operations, userengagement, and service delivery. The candidate will be involved in designing, developing,testing, and deploying mobile apps, along with integrating APIs and backend services.Skill sets:Programming: Java / Kotlin (Android), Swift (iOS), or Flutter / React NativeUnderstanding of mobile app architecture and UI/UX principlesAPI integration (RESTful services)Database knowledge (Firebase, SQLite, or backend DBs)Version control (Git)Basic debugging and testing skillsExpected learning:End-to-end mobile application development lifecycleHands-on experience in building and deploying real-world appsAPI integration and backend connectivityUI/UX design best practicesDebugging, testing, and performance optimizationExposure to Agile development methodology and teamworkSpecific courses required for project execution:Mobile App Development (Android / iOS / Cross-platform)Basics of Programming (Java / Kotlin / Swift / Dart / JavaScript)Database Management Systems (DBMS)Web Services &amp; API DevelopmentSoftware Engineering / SDLC fundamentals,Title: Digital MediaDescription: Creation and management of digital content to enhance brand visibility, marketingcampaigns, and online engagement. The candidate will work on social media content, graphics,videos, and digital campaigns aligned with business goals.Skill sets:Graphic design (Canva, Adobe Photoshop, Illustrator)Video editing (Premiere Pro, After Effects, or similar tools)Social media management (Instagram, LinkedIn, Facebook)Basic content writing and copywritingUnderstanding of branding and digital marketing conceptsBasic knowledge of analytics tools (Meta Insights, Google Analytics)Expected learning:Hands-on experience in creating engaging digital contentUnderstanding of social media strategies and campaign executionBranding, storytelling, and audience targetingVideo editing and visual content creationPerformance tracking and content optimizationWorking on real-time marketing campaigns and deadlinesSpecific courses required for project execution:Digital MarketingGraphic DesignVideo Editing / MultimediaContent Writing / CopywritingBasics of Social Media Marketing &amp; Analytics,Title: Web Based ApplicationDescription: Development of a web-based application to streamline business processes andimprove user experience. The candidate will be involved in designing, developing, testing, anddeploying web applications, including frontend and backend integration.Skill sets:Frontend: HTML, CSS, JavaScript (React / Angular / Vue - basic knowledge)Backend: Node.js / Python / Java / PHPDatabase: MySQL, MongoDB, or PostgreSQLAPI development &amp; integration (RESTful services)Version control (Git)Basic understanding of responsive design and web securityExpected learning:End-to-end web application development lifecycleFrontend and backend integration Database design and managementAPI creation and third-party integrationsDebugging, testing, and performance optimizationExposure to Agile methodology and team collaborationSpecific courses required for project execution:Web Development (Frontend &amp; Backend)Programming (JavaScript / Python / Java / PHP)Database Management Systems (DBMS)Software Engineering / SDLCBasics of Web Security and API Development","Enterprise Software,Mobile App,Digital Marketing,Web Development","Simpel ERP,Mobile Application,Digital Media,Web Based Application"
5375,SimpleWorks Solutions Pvt. Ltd.,Nagpur,Others,1,"AnyA7,A7","Internship Training on Building AI Applications in Python &amp; AI in Enterprise CRMDescription: This internship training program, designed for BITS Pilani PS-1 students, will provide hands-on experience building AI applications using Python and understanding AI-driven functionalities within Enterprise CRM software. The program will cover foundational AI/ML concepts, practical implementation using Python libraries, and real-world applications in CRM solutions to enhance automation, analytics, and customerengagement.Skill sets:Python programming (must have)Machine Learning &amp; Deep Learning fundamentals (good to have)Data preprocessing &amp; feature engineering (good to have)Model training &amp; evaluation (good to have)Natural Language Processing (NLP) &amp; Generative AI (good to have)API integration &amp; AI deployment (good to have)AI-driven automation in CRM software (good to have)Expected learning:Understanding core AI/ML concepts and their applicationsHands-on experience with AI model development in PythonImplementing AI-driven features in Enterprise CRMExposure to AI-powered automation, chatbots, and predictive analytics in CRMWorking with real-world CRM datasets and business use cases",IT,Internship Training on Building AI Applications in Python & AI in Enterprise CRM
8842,Smart sense solutions,Gandhinagar,Finance and Mgmt,3,"Any,Any,Any","-,-,-","AI,Finance,Yet to be finalized","Title: AI (Artificial Intelligence),Title: Finance,Title: Insurance"
4386,Smartlink Holdings Ltd,Goa,CSIS/IT,1,Any,Details Awaited,Computer Science,Details Awaited
8634,SMARTSA TECH PRIVATE LIMITED-Online,Pune,Finance and Mgmt,1,Any,"Description:This project involves designing and deploying an agentic AI workflow that autonomously creates, schedules, and publishes social media content across platforms. The system integrates with social media APIs (Instagram, YouTube, LinkedIn, Twitter/X) to perform data analytics and optimize post reach and engagement. The project also includes the development of a web-based admin dashboard for managing content pipelines, scheduling queues, and analytics dashboards. The focus is on building end-to-end automation using LLM-based agents, API orchestration, and data-driven content strategy — without manual intervention at each step.Skill sets:Agentic AI &amp; LLM Orchestration: Designing multi-step autonomous agents using frameworks like LangChain or CrewAISocial Media API Integration: Connecting with Instagram Graph API, YouTube Data API, LinkedIn API, and Twitter/X API for publishing and analyticsContent Generation &amp; Multimodal AI: Using LLMs and image/video generation tools to create posts, reels, and captionsData Analytics &amp; Engagement Optimization: Analyzing reach, impressions, and engagement metrics to refine content strategyWeb Development (Admin Panel): Building a full-stack admin interface for workflow management, scheduling, and reportingExpected learning:Gaining hands-on experience in agentic AI pipeline design and deploymentImplementing social media API integrations for automated publishing and analyticsDeveloping AI-generated content pipelines for posts, reels, and multimedia formatsBuilding real-time analytics dashboards to track and optimize content performanceLearning full-stack web development for admin-facing workflow management toolsSpecific courses required for project execution:Machine Learning &amp; Natural Language Processing (for LLM-based content generation)Web Technologies &amp; Full-Stack Development (for admin panel and dashboard)Data Analytics &amp; Statistical Modeling (for engagement and reach analysis)Software Engineering &amp; API Design (for social media API orchestration and scheduling)","Agentic AI,AI","Title: Social Media Agentic AI Workflow – Content Creation, Scheduling & Analytics"
8634,SMARTSA TECH PRIVATE LIMITED-Online,Pune,Finance and Mgmt,1,Any,"Description:This project focuses on building a personalized, multimodal agentic AI system capable of resolving student doubts through voice, text, and image inputs. The AI agent contextually understands questions across subjects and responds with step-by-step explanations in a conversational, human-like manner. The system integrates with WhatsApp Business API to enable autonomous doubt resolution directly on the platform students already use. Additionally, a native Android application is developed to provide a seamless mobile experience. The project emphasizes real-time inference, multimodal understanding, and autonomous conversation management without human escalation for standard queries.Skill sets:Multimodal AI &amp; Speech Processing: Handling text, voice, and image-based doubt inputs using LLMs and vision modelsAgentic Conversation Design: Building autonomous, context-aware dialogue agents that maintain session historyWhatsApp Business API Integration: Enabling automated doubt solving through WhatsApp using the Meta Cloud APIAndroid App Development: Building a mobile application for doubt submission, history, and AI interactionPersonalization &amp; Adaptive Response: Tailoring explanations to the user's grade level, learning pace, and prior contextExpected learning:Gaining hands-on experience in multimodal AI system design combining voice, text, and image understandingImplementing WhatsApp API-based autonomous workflows for real-world student interactionDeveloping a production-grade Android application integrated with an AI backendDesigning personalized conversational agents that adapt to individual student needsUnderstanding real-time inference pipelines for low-latency doubt resolutionSpecific courses required for project execution:Natural Language Processing &amp; Conversational AI (for dialogue management and response generation)Computer Vision &amp; Multimodal Learning (for image-based doubt interpretation)Mobile Application Development – Android (for building the student-facing app)Software Engineering &amp; API Integration (for WhatsApp Business API and backend orchestration)",Mobile App Development,Title: Doubt Solver – Multimodal Talking Agentic AI with WhatsApp Integration & Android App
8634,SMARTSA TECH PRIVATE LIMITED-Online,Pune,Finance and Mgmt,1,Any,"Description:This project involves building an agentic AI system that functions as a Subject Matter Expert (SME) in K12 mathematics, capable of autonomously generating high-quality, curriculum-aligned practice content at scale. The system is designed to produce over 10,000 pages of structured mathematics practice material spanning Grades 1 through 12, covering topics from foundational arithmetic to advanced algebra, geometry, and calculus. The generated content is deployed to a production environment accessible to students and educators. A web-based admin panel is developed for content review, quality control, topic configuration, and deployment management. The project emphasizes prompt engineering, content quality assurance pipelines, and scalable AI deployment.Skill sets:Agentic AI &amp; Prompt Engineering: Designing LLM-based agents with structured prompting for consistent, accurate mathematical content generationCurriculum Design &amp; K12 Mathematics: Understanding grade-wise learning objectives and structuring content accordinglyContent Quality Assurance &amp; Evaluation: Implementing automated and human-in-the-loop pipelines to validate mathematical accuracyProduction Deployment &amp; DevOps: Deploying AI-generated content systems to scalable cloud infrastructureWeb Development (Admin Panel): Building a full-stack interface for content management, review workflows, and deployment controlsExpected learning:Gaining hands-on experience in large-scale AI content generation using agentic workflowsImplementing K12 curriculum-aligned mathematics content pipelines from generation to deploymentDeveloping content quality control systems combining automated validation and structured reviewBuilding admin-facing web tools for managing, filtering, and deploying AI-generated educational materialSpecific courses required for project execution:Natural Language Processing &amp; Large Language Models (for content generation and prompt engineering)Mathematics &amp; Curriculum Studies (for K12-aligned content structuring and accuracy)Web Technologies &amp; Full-Stack Development (for admin panel and content management interface)","Data Analysis,Agentic AI",Title: Academic SME Agentic AI – K12 Mathematics Content Generation & Deployment at Scale
6675,SMARTSA TECH PRIVATE LIMITED-Onsite,Udaipur,Finance and Mgmt,3,"Any,Any,Any","-,Description:This project focuses on building a personalized, multimodal agentic AI system capable ofresolving student doubts through voice, text, and image inputs. The AI agent contextuallyunderstands questions across subjects and responds with step-by-step explanations in aconversational, human-like manner. The system integrates with WhatsApp Business API toenable autonomous doubt resolution directly on the platform students already use.Additionally, a native Android application is developed to provide a seamless mobileexperience. The project emphasizes real-time inference, multimodal understanding, andautonomous conversation management without human escalation for standard queries.Skill sets:- Multimodal AI &amp;amp; Speech Processing: Handling text, voice, and image-based doubtinputs using LLMs and vision models- Agentic Conversation Design: Building autonomous, context-aware dialogueagents that maintain session history- WhatsApp Business API Integration: Enabling automated doubt solving throughWhatsApp using the Meta Cloud API- Android App Development: Building a mobile application for doubt submission,history, and AI interaction- Personalization &amp;amp; Adaptive Response: Tailoring explanations to the user&amp;#39;s gradelevel, learning pace, and prior contextExpected learning:- Gaining hands-on experience in multimodal AI system design combining voice,text, and image understanding- Implementing WhatsApp API-based autonomous workflows for real-worldstudent interaction- Developing a production-grade Android application integrated with an AI backend- Designing personalized conversational agents that adapt to individual studentneeds- Understanding real-time inference pipelines for low-latency doubt resolutionSpecific courses required for project execution:- Natural Language Processing &amp;amp; Conversational AI (for dialogue management andresponse generation)- Computer Vision &amp;amp; Multimodal Learning (for image-based doubt interpretation)- Mobile Application Development – Android (for building the student-facing app)- Software Engineering &amp;amp; API Integration,Description:This project involves building an agentic AI system that functions as a Subject MatterExpert (SME) in K12 mathematics, capable of autonomously generating high-quality,curriculum-aligned practice content at scale. The system is designed to produce over10,000 pages of structured mathematics practice material spanning Grades 1 through 12,covering topics from foundational arithmetic to advanced algebra, geometry, and calculus.The generated content is deployed to a production environment accessible to studentsand educators. A web-based admin panel is developed for content review, quality control,topic configuration, and deployment management. The project emphasizes promptengineering, content quality assurance pipelines, and scalable AI deployment.Skill sets:- Agentic AI &amp;amp; Prompt Engineering: Designing LLM-based agents with structuredprompting for consistent, accurate mathematical content generation- Curriculum Design &amp;amp; K12 Mathematics: Understanding grade-wise learningobjectives and structuring content accordingly- Content Quality Assurance &amp;amp; Evaluation: Implementing automated and human-in-the-loop pipelines to validate mathematical accuracy- Production Deployment &amp;amp; DevOps: Deploying AI-generated content systems toscalable cloud infrastructure- Web Development (Admin Panel): Building a full-stack interface for contentmanagement, review workflows, and deployment controlsExpected learning:- Gaining hands-on experience in large-scale AI content generation using agenticworkflows- Implementing K12 curriculum-aligned mathematics content pipelines fromgeneration to deployment- Developing content quality control systems combining automated validation andstructured review- Building admin-facing web tools for managing, filtering, and deploying AI-generated educational materialSpecific courses required for project execution:- Natural Language Processing &amp;amp; Large Language Models (for content generationand prompt engineering)- Mathematics &amp;amp; Curriculum Studies (for K12-aligned content structuring andaccuracy)- Web Technologies &amp;amp; Full-Stack Development (for admin panel and contentmanagement interface)","AI,Analytics","Details awaited ,Title: Doubt Solver – Multimodal Talking Agentic AI with WhatsApp Integration &amp; Android App,Title: Academic SME Agentic AI – K12 Mathematics Content Generation &amp; Deployment at Scale"
8755,SNC&IT services Pvt Ltd,Hyderabad,CSIS/IT,1,Any,"Description: Students will work on configuring ServiceNow ITSM modules including Incident, Problem, Change, and Service Catalog workflows.Skill sets: Basic programming knowledge, databases, ITSM fundamentalsExpected learning: Hands-on ServiceNow platform exposure and workflow automation experienceSpecific courses required for project execution: Computer Science / Electronics / Mathematics &amp; Computing",Software Development,Title: ServiceNow ITSM Implementation & Workflow Automation
8755,SNC&IT services Pvt Ltd,Hyderabad,CSIS/IT,1,Any,"Description: Students will assist in HRSD configuration, portal customization, and REST API integrations.Skill sets: JavaScript basics, Web technologies, API fundamentalsExpected learning: Enterprise HRSD workflows and ServiceNow integration experienceSpecific courses required for project execution: Computer Science / Electronics / Mathematics &amp; Computing",Software Development,Title: ServiceNow HRSD / Integration & Portal Development
6949,Society For Cyberabad Security Council,Hyderabad,CSIS/IT,1,"A7,AnyA7","Description: Analysis of multi-domain policing data (EOW, L&amp;O, cyber, traffic) to identify trends, forecast risks, and develop dashboards.Skills: Python, ML basics, Data Analysis, Power BI/Tableau, SQLExpected learning: Predictive modeling, data analytics in policing, dashboard creation",Data Science,Title: Predictive Policing & Public Safety Analytics
6949,Society For Cyberabad Security Council,Hyderabad,CSIS/IT,1,"AnyA4,A4","Description: Design and optimization of mobile units and field systems used in policing.Skills: AutoCAD/SolidWorks, Mechanical Design, Energy AnalysisExpected learning: System design, optimization, real-world infrastructure exposure",Mechanical,Title: Smart Policing Mobility & Infrastructure Optimization
6949,Society For Cyberabad Security Council,Hyderabad,CSIS/IT,1,"AnyB3,B3","Description: Forecasting financial crime trends and resource requirements, evaluating economic impact of enforcement/prevention strategies.Skills: Excel, Financial Modeling, Econometrics, Data AnalysisExpected learning: Economic offence analysis, financial risk assessment, resource optimization, policy insights",Economics and Finance,Title: Predictive Resource Allocation & Economic Analysis for Economic Offences (EOW)
4633,Software Tree,California,CSIS/IT,10,"Any,Any,Any,Any,Any,Any,Any,Any,Any,Any","Description:Developing a standalone program to first populate adatabase with sample JSON data (50 objects) using theGilhari microservice framework, and then transfer JSONevery project) data in and out of an RDBMS using the Gilhari microserviceframework;Also show the use of PUT and DELETE REST APIs ofGilhari. Only one type of JSON objects (e.g., Employee) Bonus: Create a YouTube video explaining the use andbenefit of Gilhari in the project. Maybe contrast with usingother technology stack or different coding techniques forthe same functionality.Operating environment: PC with Windows 11 or higher; A localMySQL or SQLite database, Docker, Client application written inJava or JavaScript or Python or any other languageSkill sets: JSON data format Java or Javascript or Python or any other language tocreate a REST client Basic knowledge of the relational database concepts andworking with a particular RDBMS Basic knowledge about the Docker container system andusing it Technical DocumentationExpected learning: Developing and using a data orientedMicroservices like Gilhari, Docker, REST APIs, Postman, Git,DocumentationSpecific courses required for project execution: ComputerProgramming Data Structures &amp;amp; Algorithms, Object OrientedProgramming, Databases, Technical Report Writing,Description: Same as Project 1 with the following additions: Two types of inter-related (1:1) JSON objects (e.g.,Employee and Address) Uploading and running the Gilhari microservice as well asthe client program on AWS (Amazon Web Service). Youwill need a free tier developer license for AWS Using RDS MySQL or RDS Postgres Database on AWSSkill sets: Same as Project 1 with the following additions:AWS cloud RDSExpected learning: Same as Project 1 with the followingadditions: Cloud computing AWS cloud AWS RDS database,Description:Uploading and running the Gilhari microservice on cloud.You will need a free tier developer license for the cloudplatformUploading the project on Github with a comprehensiveREADME file Publishing at least one article about your project onMedium or LinkedIn or some other reputed programmer-oriented siteORCreating a YouTube video describing how you usedORMCP in your AI project.Technology Stack: Claude LLM AWS cloud MySQL database ORMCP and GIlhariSkill sets: Same as Project 2 with the following additions: AI concepts AWS cloud MySQL or PostgreSQL databaseExpected learning: Same as Project 2 with the followingchanges: LLMs AI AgentCloud computingAWS cloudCloud database,Description:Uploading and running the Gilhari microservice on cloud.You will need a free tier developer license for the cloudplatform Uploading the project on Github with a comprehensiveREADME filePublishing at least one article about your project onMedium or LinkedIn or some other reputed programmer-oriented siteORCreating a YouTube video describing how you usedORMCP in your AI project.Technology Stack: Google Gemini Google cloud platform (GCP) PostgreSQL or Spanner database ORMCP and GIlhariSkill sets: Same as Project 2 with the following additions:AI concepts Google cloudPostgreSQL or Spanner databaseExpected learning: Same as Project 2 with the followingchanges: LLMs AI AgentCloud computing - AWS cloudCloud database,Description:Uploading and running the Gilhari microservice on cloud.You will need a free tier developer license for the cloudplatform Uploading the project on Github with a comprehensiveREADME filePublishing at least one article about your project onMedium or LinkedIn or some other reputed programmer-oriented siteORCreating a YouTube video describing how you usedORMCP in your AI project.Technology Stack: OpenAI GPT Microsoft Azure cloud platform Microsoft SQL Server ORMCP and GIlhariSkill sets: Same as Project 2 with the following additions:AI concepts Azure cloud Microsoft SQL Server databaseExpected learning: Same as Project 2 with the followingchanges:LLMsAI Agents Cloud computing - Azure cloud Cloud database,Description:Uploading and running the Gilhari microservice on cloud.You will need a free tier developer license for the cloudplatformUploading the project on Github with a comprehensiveREADME filePublishing at least one article about your project onMedium or LinkedIn or some other reputed programmer-oriented siteORCreating a YouTube video describing how you usedORMCP in your AI project.Technology Stack: OpenAI GPT AWS cloud platform Databricks/Snowflake ORMCP and GIlhariSkill sets: Same as Project 2 with the following additions: AI concepts AWS cloud Databricks/Snowflake databasesExpected learning: Same as Project 2 with the followingchanges: LLMsAI AgentsCloud computing - AWS cloudCloud database,Description: Design and create a relational schema with 1:1, 1:manyrelationships (minimum 8 tables)Create a script to populate the database with at least 100rows in each table. Create prompts to fetch shallow and deep object graphsthrough MCP servers. Measure and analyze various numbers for (latency, tokens,cost) Upload the project on Github with a comprehensiveREADME file Publish at least one article about your project on Medium orLinkedIn or some other reputed programmer-oriented siteORCreating a YouTube video describing how you usedORMCP in your AI project and how you measured andreported different benchmark numbers.Technology Stack: GPT, Claude, GeminiPostgreSQL, Oracle, MySQL ORMCP and GIlhariSkill sets: Same as Project 2 with the following additions:AI concepts AWS cloud Databricks/Snowflake databasesExpected learning: Same as Project 2 with the followingchanges: LLMsAI Agents Cloud computing - AWS cloudCloud database,-,-,-",Yet to be finalized,"Title: Gilhari Simplifying Exchanging of JSON data with an RDBMS,Title: Gilhari Simplifying Exchanging of JSON data with an RDBMS on AWS,Title: Developing an AI Agent that uses ORMCP to access  relational data on cloud. Claude, AWS, MySQL.,Title: Developing an AI Agent that uses ORMCP to access relational data on cloud. Gemini, GCP, Spanner (PostgreSQL),Title: Developing an AI Agent that uses ORMCP to access  relational data on cloud. GPT, Azure, SQL Server,Title: Developing an AI Agent that uses ORMCP to access relational data on cloud. GPT, AWS, Databricks/Snowflake/Other JDBC data source,Title: Benchmarking ORMCP performance (latency, tokens, cost) against some other popular MCP servers for relational databases (PostgreSQL, Oracle, MySQL). Also run benchmarks with different LLMs (GPT, Claude, Gemini),Title: Developing/Modifying/Using a tool to reverse-engineer any existing database schema and make the data usable in an object- oriented way by an AI agent through ORMCP.,Title: Developing an AI Agent that uses ORMCP to access relational data on cloud.,Title: Benchmarking ORMCP performance (latency, tokens, cost) against some other popular MCP servers for relational databases (PostgreSQL, Oracle, MySQL). Also run benchmarks with different LLMs (GPT, Claude, Gemini)."
8668,Spatially Collaborative Engineering Labs  (SPACE Labs),Noida,Electronics,2,"AnyA3,AnyA8,AnyAA,A3,A8,AA,AnyA7,A7","Description: Designing and Developing a multi-node embedded system, wheremultiple sensor and control units communicate over a robust industrialcommunication busSkill sets: Basic Embedded IDE C/C++, Understanding of microcontrollers (STM32 /ESP32 / similar), Knowledge of communication protocols (UART, SPI, I2C), Basicelectronics (schematics, PCB understanding), CAN analyzerExpected learning: DCS, Multi-node embedded system, Signal Isolation, CANbased communication System,Description: Develop a transformer-based semantic segmentation model to extractlaser profiles from images and detect interreflection artifacts. The focus is onbuilding a robust pipeline for noisy real-world data and integrating it into anexisting system.Skill sets: Deep leaning fundamentals(CNN, transformation), PyTorch orTensorFlow, Segmentation models (SegFormer, U-Net, DeepLab), Imageprocessing (OpenCV), PythonExpected learning:Handling noise and interreflection challenges, Hands-onexperience with transformer-based segmentation, Model training, evaluation, andoptimization, Focus on real-world AI deployment, Converting research ideas intopractical solutionsSpecific courses required for project execution:","Electronics,Software Development","Distributed Control and Sensing (CAN / CAN-FD / CAN-FT),Transformer based NN segmentation architecture for laser extraction and  interrefection detection"
8783,"SRLDC -Southern Regional Load Despatch Center, Grid-India",Bengaluru,Electronics,1,"AnyA3,AnyA8,AnyAA,A3,A8,AA",-,Yet to be finalized,Details awaited 
